iter	RMSE
193	1801.982844
194	1800.655746
195	1799.425673
196	1798.346203
197	1797.054641
198	1795.94828
199	1794.698001
200	1793.563922
201	1792.665277
202	1791.623391
203	1790.897737
204	1789.033484
205	1787.571855
206	1785.284334
207	1783.603894
208	1781.640449
209	1781.361802
210	1779.467643
211	1779.245359
212	1777.981003
213	1775.233014
214	1774.220336
215	1772.991478
216	1772.355082
217	1771.488613
218	1770.520361
219	1769.433397
220	1767.84706
221	1766.290567
222	1764.14214
223	1763.219754
224	1762.456525
225	1760.621084
226	1759.396883
227	1758.487865
228	1757.647852
229	1757.037562
230	1754.875346
231	1753.084747
232	1752.155806
233	1751.759153
234	1751.030978
235	1750.72209
236	1749.997927
237	1748.251233
238	1747.300865
239	1746.396278
240	1746.220731
241	1745.58604
242	1744.896121
243	1744.429613
244	1743.63437
245	1743.457449
246	1742.721424
247	1742.135857
248	1740.50639
249	1740.34668
250	1739.925024
251	1738.707689
252	1738.039843
253	1737.419824
254	1736.249234
255	1735.056531
256	1733.148464
257	1731.76952
258	1730.544695
259	1730.384834
260	1729.559836
261	1728.708389
262	1728.007556
263	1727.184263
264	1726.990481
265	1726.631903
266	1726.446437
267	1725.958454
268	1725.222786
269	1724.291573
270	1723.470626
271	1723.322893
272	1722.792853
273	1721.711897
274	1720.113314
275	1718.828429
276	1718.008118
277	1717.153238
278	1716.502196
279	1715.758389
280	1715.057415
281	1714.914299
282	1714.509073
283	1714.139952
284	1713.801507
285	1712.733521
286	1711.871571
287	1711.571315
288	1711.11318
289	1710.782685
290	1709.266949
291	1708.70693
292	1707.059484
293	1705.370568
294	1704.383061
295	1703.735293
296	1703.231028
297	1703.002681
298	1701.519407
299	1700.251366
300	1699.366225
301	1699.154454
302	1698.371851
303	1696.902723
304	1696.756306
305	1696.02905
306	1695.049073
307	1693.747851
308	1692.468599
309	1691.665713
310	1690.239192
311	1690.102031
312	1688.778375
313	1687.375244
314	1687.134045
315	1686.871309
316	1686.21059
317	1685.917072
318	1685.7991
319	1684.755799
320	1683.944667
321	1683.409032
322	1682.099883
323	1681.460694
324	1680.572128
325	1679.816772
326	1678.275823
327	1678.150799
328	1677.487911
329	1676.646925
330	1675.472889
331	1674.392327
332	1673.240158
333	1672.340968
334	1671.515898
335	1670.752565
336	1670.359827
337	1669.999955
338	1669.49678
339	1669.115993
340	1668.995301
341	1667.888549
342	1667.683473
343	1666.899655
344	1666.697705
345	1666.581002
346	1666.007052
347	1665.595816
348	1665.165021
349	1664.991186
350	1664.925856
351	1664.430085
352	1663.115497
353	1662.826531
354	1662.635433
355	1661.632796
356	1661.155964
357	1660.341025
358	1659.716018
359	1659.292115
360	1658.565056
361	1657.754161
362	1657.105508
363	1655.750045
364	1655.576039
365	1655.443215
366	1654.491904
367	1653.415214
368	1652.124415
369	1650.7014
370	1649.970192
371	1648.897322
372	1648.656209
373	1647.60414
374	1646.909223
375	1646.44903
376	1645.746012
377	1644.211925
378	1643.187893
379	1642.010952
380	1641.251095
381	1640.183327
382	1639.773176
383	1639.076254
384	1637.974204
385	1637.203129
386	1636.59754
387	1636.425143
388	1634.581921
389	1634.018741
390	1632.934729
391	1632.815007
392	1632.593587
393	1632.458756
394	1632.033376
395	1631.87443
396	1631.221202
397	1630.750447
398	1630.070564
399	1629.298126
400	1628.198782
401	1627.562383
402	1626.363564
403	1625.864125
404	1624.674808
405	1624.216411
406	1623.571083
407	1623.330797
408	1622.173517
409	1621.399923
410	1620.982806
411	1619.832581
412	1619.036317
413	1618.838624
414	1618.636224
415	1617.514015
416	1617.057769
417	1616.809717
418	1616.7204
419	1616.279788
420	1616.172708
421	1615.520691
422	1614.779229
423	1614.18218
424	1613.281004
425	1612.640156
426	1612.554835
427	1612.458599
428	1611.031769
429	1610.028849
430	1609.474021
431	1608.290127
432	1608.048637
433	1606.269073
434	1605.968779
435	1605.692291
436	1604.783754
437	1604.651439
438	1604.136294
439	1603.684527
440	1603.476986
441	1603.054351
442	1603.00468
443	1601.87906
444	1601.453094
445	1601.05877
446	1600.190525
447	1599.00373
448	1598.378052
449	1598.23924
450	1598.184056
451	1598.138315
452	1597.403184
453	1596.404813
454	1595.799043
455	1595.420933
456	1593.995941
457	1593.8696
458	1593.474056
459	1592.7582
460	1591.782278
461	1591.736949
462	1591.631638
463	1591.339108
464	1591.278786
465	1590.880369
466	1590.111624
467	1590.002342
468	1589.901054
469	1589.011106
470	1587.08394
471	1585.957322
472	1585.877901
473	1585.305443
474	1584.599249
475	1583.821778
476	1582.158886
477	1582.007061
478	1581.890465
479	1581.197525
480	1580.333521
481	1580.015157
482	1579.523928
483	1579.229524
484	1578.496109
485	1578.409438
486	1577.986238
487	1577.633826
488	1576.894402
489	1576.529772
490	1575.645086
491	1574.805081
492	1574.704681
493	1574.632884
494	1574.446694
495	1573.931914
496	1573.585852
497	1573.212255
498	1572.636541
499	1571.603929
500	1570.931174
501	1570.610767
502	1570.409062
503	1570.273168
504	1570.218387
505	1569.719131
506	1568.441229
507	1568.213889
508	1567.201883
509	1566.502417
510	1565.813621
511	1564.923513
512	1564.390144
513	1563.950789
514	1563.196445
515	1562.844425
516	1562.173901
517	1561.877125
518	1560.878235
519	1560.698627
520	1560.306098
521	1559.992231
522	1559.579755
523	1558.960428
524	1558.77187
525	1558.556217
526	1558.498636
527	1558.232756
528	1557.975985
529	1557.820378
530	1557.011196
531	1556.465886
532	1555.843786
533	1555.398161
534	1554.933891
535	1554.899725
536	1554.84077
537	1554.769309
538	1554.577783
539	1554.306408
540	1554.060857
541	1553.426354
542	1553.033713
543	1552.97464
544	1552.374084
545	1552.256926
546	1552.014122
547	1550.785789
548	1550.696983
549	1550.307412
550	1550.16345
551	1550.053607
552	1550.00511
553	1549.297076
554	1548.357703
555	1548.257157
556	1548.225052
557	1548.147823
558	1547.839412
559	1547.638797
560	1547.614693
561	1547.548599
562	1547.084455
563	1545.803343
564	1545.575069
565	1545.105214
566	1545.021047
567	1544.345769
568	1544.006276
569	1543.984317
570	1542.86999
571	1542.82378
572	1542.802526
573	1542.246664
574	1541.963341
575	1541.396776
576	1540.195471
577	1540.059319
578	1539.617503
579	1538.993892
580	1538.19249
581	1538.170522
582	1537.763316
583	1537.741293
584	1537.299906
585	1536.992616
586	1536.039483
587	1535.985994
588	1535.93653
589	1535.818987
590	1535.177295
591	1535.129671
592	1535.079208
593	1534.995624
594	1534.622839
595	1534.051286
596	1534.008277
597	1533.990624
598	1533.598126
599	1533.47467
600	1533.23341
601	1533.194356
602	1532.587591
603	1532.15899
604	1531.58144
605	1531.256689
606	1530.844069
607	1530.165796
608	1529.30217
609	1528.294742
610	1527.702195
611	1527.290839
612	1526.517873
613	1526.365154
614	1526.273684
615	1525.476489
616	1524.871022
617	1524.468614
618	1524.365145
619	1523.745905
620	1523.682056
621	1522.815976
622	1522.756247
623	1522.654037
624	1522.108793
625	1521.786047
626	1521.541511
627	1520.858937
628	1520.428091
629	1519.63679
630	1519.385217
631	1519.336988
632	1518.485453
633	1517.715128
634	1517.124136
635	1516.073004
636	1515.578736
637	1515.301119
638	1514.799886
639	1514.754615
640	1514.200389
641	1514.179688
642	1513.643545
643	1513.534782
644	1512.953881
645	1512.759543
646	1512.397483
647	1511.874276
648	1511.351398
649	1510.982187
650	1510.023096
651	1508.898813
652	1508.546538
653	1508.234235
654	1507.099252
655	1506.723404
656	1505.590131
657	1505.176617
658	1504.481449
659	1503.503654
660	1503.152005
661	1502.581206
662	1502.262716
663	1501.570353
664	1501.283498
665	1500.541479
666	1499.300408
667	1498.638138
668	1498.142436
669	1497.181981
670	1496.491276
671	1495.771133
672	1495.749363
673	1495.181269
674	1494.728606
675	1494.386502
676	1493.408326
677	1493.071889
678	1492.40352
679	1492.360894
680	1491.770664
681	1491.639827
682	1490.963737
683	1490.588804
684	1489.749979
685	1489.676781
686	1488.884452
687	1488.281256
688	1487.659397
689	1486.943913
690	1486.519028
691	1486.010325
692	1485.292696
693	1485.066721
694	1484.423988
695	1484.112306
696	1483.855888
697	1483.478595
698	1482.365199
699	1481.566243
700	1481.442097
701	1480.665684
702	1479.946273
703	1478.989836
704	1478.461084
705	1478.29131
706	1478.00639
707	1477.274758
708	1476.935965
709	1476.808417
710	1476.347549
711	1475.834929
712	1475.664208
713	1475.010238
714	1474.607375
715	1474.085026
716	1473.219287
717	1472.790351
718	1472.096677
719	1471.40498
720	1470.839822
721	1470.157349
722	1470.040519
723	1469.343346
724	1469.022781
725	1468.416668
726	1467.860985
727	1466.948289
728	1466.617811
729	1466.462988
730	1466.443962
731	1465.964776
732	1465.465299
733	1464.914776
734	1464.622205
735	1463.99397
736	1463.972642
737	1463.723825
738	1463.174083
739	1462.615476
740	1462.215266
741	1461.976293
742	1461.558903
743	1461.20778
744	1461.102593
745	1460.668928
746	1459.959821
747	1459.595698
748	1459.206147
749	1459.007535
750	1458.275423
751	1457.905017
752	1457.485373
753	1457.380579
754	1456.65847
755	1456.353326
756	1455.978787
757	1455.529949
758	1454.861775
759	1454.583399
760	1454.124576
761	1453.607011
762	1453.124762
763	1452.907702
764	1452.69198
765	1452.30226
766	1452.23323
767	1451.97239
768	1451.761489
769	1450.845315
770	1450.631828
771	1450.499093
772	1449.969152
773	1449.106022
774	1448.204407
775	1447.715713
776	1447.512485
777	1447.484241
778	1447.01965
779	1446.986776
780	1446.664648
781	1446.007162
782	1445.543254
783	1445.240479
784	1444.472402
785	1444.417228
786	1443.999516
787	1443.494245
788	1442.878199
789	1442.799821
790	1442.484799
791	1441.848989
792	1441.524204
793	1440.727546
794	1440.145556
795	1440.086341
796	1439.449298
797	1439.331254
798	1439.05014
799	1439.032771
800	1439.012248
801	1438.413825
802	1437.724642
803	1437.444152
804	1437.263251
805	1436.813115
806	1436.308536
807	1435.927382
808	1435.405077
809	1435.199778
810	1434.543951
811	1434.45133
812	1433.523358
813	1433.50972
814	1433.429615
815	1433.304349
816	1433.284724
817	1433.188498
818	1432.584172
819	1432.237839
820	1431.880139
821	1431.424431
822	1431.243184
823	1430.761077
824	1430.348825
825	1430.337669
826	1430.223385
827	1429.762221
828	1429.375109
829	1429.006479
830	1428.598423
831	1428.351055
832	1427.555209
833	1426.939733
834	1426.851953
835	1426.186141
836	1425.390869
837	1424.884947
838	1424.305422
839	1423.717967
840	1422.985205
841	1422.429204
842	1422.105883
843	1421.434974
844	1420.976272
845	1420.330047
846	1419.921297
847	1419.86124
848	1419.234744
849	1418.676674
850	1418.25383
851	1417.679991
852	1417.626683
853	1417.287326
854	1416.522992
855	1416.11542
856	1415.591515
857	1414.960059
858	1414.68785
859	1413.956291
860	1413.564666
861	1413.343869
862	1413.218929
863	1413.175141
864	1412.93042
865	1412.561338
866	1412.314824
867	1412.293223
868	1411.269861
869	1410.992234
870	1410.558153
871	1409.965605
872	1409.936917
873	1409.847816
874	1409.752625
875	1409.152824
876	1408.757964
877	1408.695786
878	1408.319663
879	1407.966969
880	1407.951844
881	1407.604672
882	1407.546583
883	1407.513453
884	1406.642897
885	1406.306224
886	1405.822878
887	1405.636344
888	1405.100253
889	1404.730646
890	1404.335925
891	1404.180999
892	1403.564572
893	1402.933449
894	1402.235684
895	1401.73026
896	1401.083434
897	1400.60208
898	1400.262503
899	1399.701094
900	1399.590952
901	1399.176653
902	1398.661237
903	1398.354888
904	1398.28397
905	1397.972808
906	1397.634811
907	1397.369222
908	1397.232669
909	1397.126804
910	1397.053476
911	1396.583119
912	1396.12567
913	1395.683046
914	1395.198024
915	1395.129678
916	1394.75644
917	1394.220015
918	1394.1657
919	1393.822009
920	1393.750524
921	1393.681961
922	1393.564837
923	1393.508754
924	1393.004221
925	1392.569311
926	1392.176523
927	1391.947069
928	1391.58993
929	1391.383003
930	1391.065853
931	1390.567097
932	1390.112962
933	1389.758123
934	1388.934677
935	1388.429163
936	1387.730261
937	1387.350369
938	1386.839693
939	1386.336754
940	1385.588844
941	1385.207019
942	1384.840771
943	1384.711588
944	1384.368469
945	1384.349652
946	1384.054295
947	1383.498445
948	1382.66466
949	1382.638578
950	1382.439446
951	1382.41931
952	1382.055586
953	1381.605674
954	1381.584861
955	1381.170772
956	1380.700055
957	1380.528244
958	1379.889262
959	1379.597866
960	1379.265162
961	1378.850502
962	1378.706097
963	1377.908821
964	1377.875396
965	1377.407223
966	1377.054801
967	1376.675271
968	1376.47776
969	1376.31686
970	1375.776128
971	1375.635369
972	1375.596062
973	1375.188064
974	1375.177871
975	1374.944921
976	1374.926424
977	1374.735335
978	1374.290229
979	1374.23491
980	1373.800369
981	1373.779034
982	1373.428511
983	1373.02208
984	1372.987655
985	1372.889283
986	1372.561612
987	1372.550659
988	1372.249738
989	1372.094499
990	1371.600751
991	1371.221504
992	1371.141473
993	1371.109837
994	1370.181217
995	1370.131336
996	1369.600252
997	1368.884279
998	1368.573341
999	1368.555667
1000	1367.810248
1001	1367.37796
1002	1366.924909
1003	1366.437784
1004	1365.864352
1005	1365.33295
1006	1365.271057
1007	1364.736276
1008	1364.551709
1009	1364.086807
1010	1363.65697
1011	1363.46024
1012	1362.760141
1013	1362.462909
1014	1362.193539
1015	1361.671818
1016	1361.389654
1017	1361.020741
1018	1360.729065
1019	1360.29346
1020	1359.833908
1021	1359.563752
1022	1359.505271
1023	1359.294596
1024	1359.20868
1025	1359.168944
1026	1358.927293
1027	1358.454359
1028	1358.096849
1029	1357.602531
1030	1357.132665
1031	1356.155276
1032	1355.719183
1033	1355.149721
1034	1354.593396
1035	1354.386052
1036	1353.923566
1037	1353.684938
1038	1353.496895
1039	1353.055419
1040	1352.774047
1041	1352.270375
1042	1351.707694
1043	1351.15466
1044	1350.819401
1045	1350.763028
1046	1350.663839
1047	1350.136729
1048	1349.673608
1049	1349.384606
1050	1348.954459
1051	1348.385555
1052	1348.301833
1053	1348.12166
1054	1347.967553
1055	1347.501818
1056	1346.847001
1057	1346.821783
1058	1346.435563
1059	1345.709278
1060	1345.289623
1061	1344.881683
1062	1344.641861
1063	1344.061364
1064	1343.77283
